review_id,review_text,sentiment_label,sentiment_score,identified_theme(s)
188,okay 👍 but sometimes busy,NEGATIVE,0.8515542149543762,['General']
189,the worst commercial company that fails to do even the most normal things again and and again.,NEGATIVE,0.9997990727424622,['Transaction Issues']
190,nice,POSITIVE,0.9998552799224854,['General']
191,Very good app. but disappointed by general cessation of system.,NEGATIVE,0.998118817806244,['User Interface/Experience (UI/UX)']
192,excellent,POSITIVE,0.9998434782028198,['General']
193,good,POSITIVE,0.999816119670868,['General']
194,good,POSITIVE,0.999816119670868,['General']
195,Good and fast,POSITIVE,0.9998561143875122,['General']
196,Unreliable!,NEGATIVE,0.9997379183769226,['General']
197,Best the best fast,POSITIVE,0.9998427629470824,['General']
198,good app,POSITIVE,0.9998493194580078,['User Interface/Experience (UI/UX)']
199,happy,POSITIVE,0.99987530708313,['User Interface/Experience (UI/UX)']
200,fast and reliable,POSITIVE,0.9998595714569092,['General']
201,network errorrrrrr,NEGATIVE,0.9978076815605164,['General']
202,Best app but there is some problem I can't send money to telebirr or mpesa so if you can add that it could be use full,NEGATIVE,0.9982808828353882,"['Transaction Issues', 'User Interface/Experience (UI/UX)', 'Features/Functionality Requests']"
203,its good and simple to use,POSITIVE,0.9998610019683838,['General']
204,worest app like that bank for security and network access,NEGATIVE,0.9927296042442322,"['Account Access/Login Issues', 'User Interface/Experience (UI/UX)']"
205,it's the best app i,POSITIVE,0.999834418296814,['User Interface/Experience (UI/UX)']
206,not bad not good,NEGATIVE,0.9715350866317748,['General']
207,its very nice,POSITIVE,0.9998526573181152,['General']
208,do not work this week,NEGATIVE,0.99776029586792,['General']
209,It crashes frequently,NEGATIVE,0.9993256330490112,['User Interface/Experience (UI/UX)']
210,the best,POSITIVE,0.9998332262039183,['General']
211,"I can simply describe this app as ""Making all your work easier"".",POSITIVE,0.8382593393325806,['User Interface/Experience (UI/UX)']
212,goid,NEGATIVE,0.7086994647979736,['General']
213,best appearance,POSITIVE,0.9996986389160156,['User Interface/Experience (UI/UX)']
214,it's very good 👍 app,POSITIVE,0.999859094619751,['User Interface/Experience (UI/UX)']
215,I need support you,NEGATIVE,0.9881443977355956,['Customer Support/Service']
216,the worst Mobile banking i have ever seen in my life,NEGATIVE,0.9997807145118712,['General']
217,super,POSITIVE,0.998783528804779,['General']
218,ጠጀጨገጀ።ጀገ,NEGATIVE,0.8337252736091614,['General']
219,i like the app,POSITIVE,0.9994398951530457,['User Interface/Experience (UI/UX)']
220,the Best,POSITIVE,0.9998332262039183,['General']
221,nice,POSITIVE,0.9998552799224854,['General']
222,good,POSITIVE,0.999816119670868,['General']
223,good,POSITIVE,0.999816119670868,['General']
224,to other bank is bad,NEGATIVE,0.9997149109840392,['General']
225,tank's,NEGATIVE,0.9855976700782776,['General']
226,its good but add more features such like. bank statement showing,POSITIVE,0.9881665110588074,['Features/Functionality Requests']
227,it is so nice,POSITIVE,0.9998714923858644,['General']
228,good,POSITIVE,0.999816119670868,['General']
229,Very Good👍,POSITIVE,0.8243637084960938,['General']
230,"my first frequent experience of cbe app is critical-time failure such as suspending payment on air for 2-5 days with zero explanation, deducting from sender account without depositing to the receiver act. Another fatal error by the banking company as a whole (not the app itself though) is forced-banking with corporations without consent of employers-users of the corresponding corporations",NEGATIVE,0.9995972514152528,"['Account Access/Login Issues', 'Transaction Issues', 'User Interface/Experience (UI/UX)']"
231,"wow, amazing app",POSITIVE,0.9998503923416138,['User Interface/Experience (UI/UX)']
232,use ful,NEGATIVE,0.9949980974197388,['General']
233,Great app,POSITIVE,0.999821126461029,['User Interface/Experience (UI/UX)']
234,well app,POSITIVE,0.9993765950202942,['User Interface/Experience (UI/UX)']
235,Actually it is inactive,NEGATIVE,0.9996483325958252,['General']
236,good,POSITIVE,0.999816119670868,['General']
237,ok,POSITIVE,0.9997851252555848,['General']
238,best app,POSITIVE,0.999686598777771,['User Interface/Experience (UI/UX)']
239,amazing,POSITIVE,0.999875545501709,['General']
240,good,POSITIVE,0.999816119670868,['General']
241,I like,POSITIVE,0.9998149275779724,['General']
242,"slow, only one account is used",NEGATIVE,0.9997527003288268,"['Account Access/Login Issues', 'Transaction Issues']"
243,ok,POSITIVE,0.9997851252555848,['General']
244,always CBE is the leading Commercial Bank💪💪💪,POSITIVE,0.9975135326385498,['General']
245,i like it,POSITIVE,0.99985933303833,['General']
246,why removing screenshot feature why?,NEGATIVE,0.9981147050857544,['Features/Functionality Requests']
247,nice apps where network is good in connection,POSITIVE,0.9994925260543824,['User Interface/Experience (UI/UX)']
248,Thank you!!!,POSITIVE,0.9998666048049928,['General']
249,i can't take screenshot,NEGATIVE,0.9897894263267516,['General']
250,"every update was made the system better and better until the March 19th, 2025 update, not allowing us to screenshot. you guys didn't understand how much it's a really quick and significant thing. You add extra steps to us, which makes the process draw back",NEGATIVE,0.9861215949058532,"['User Interface/Experience (UI/UX)', 'Features/Functionality Requests']"
251,perfectly special,POSITIVE,0.999879002571106,['General']
252,Fast and Reliable,POSITIVE,0.9998595714569092,['General']
253,good,POSITIVE,0.999816119670868,['General']
254,The best application I have ever seen in Ethiopia banking industry.,POSITIVE,0.9997448325157166,['User Interface/Experience (UI/UX)']
255,great app!!!,POSITIVE,0.9998501539230348,['User Interface/Experience (UI/UX)']
256,because sometimes it doesn't working it load too much,NEGATIVE,0.9911932349205016,['General']
257,"Absolutely the best app! It works flawlessly, anytime and anywhere.",POSITIVE,0.9998784065246582,['User Interface/Experience (UI/UX)']
258,ok,POSITIVE,0.9997851252555848,['General']
259,very nice app ever!!!,POSITIVE,0.999826967716217,['User Interface/Experience (UI/UX)']
260,the best app,POSITIVE,0.9998469352722168,['User Interface/Experience (UI/UX)']
261,Biometric security for mobile banking is not available,NEGATIVE,0.9996340274810792,['General']
262,great,POSITIVE,0.9998630285263062,['General']
263,Nice service,POSITIVE,0.9998397827148438,['General']
264,great app,POSITIVE,0.999821126461029,['User Interface/Experience (UI/UX)']
265,it's special apps,POSITIVE,0.9995416402816772,['User Interface/Experience (UI/UX)']
266,"In the updated version of the app, it takes more time to download the receipt.",NEGATIVE,0.9985652565956116,['User Interface/Experience (UI/UX)']
267,ለምንድነው ትራንዛክሽን ትንሽ ብቻ የሚያሳየው ?,NEGATIVE,0.9647620320320128,['General']
268,Good 🔥,POSITIVE,0.9998576641082764,['General']
269,very interesting app i am using every day fantastic,POSITIVE,0.9998443126678468,['User Interface/Experience (UI/UX)']
270,lebaa bank,NEGATIVE,0.9437296390533448,['General']
271,Can't scan/recognize other banks' Interoperable QR Codes,NEGATIVE,0.9983273148536682,['General']
272,OK,POSITIVE,0.9997851252555848,['General']
273,grateful app,POSITIVE,0.9998038411140442,['User Interface/Experience (UI/UX)']
274,100% ❤️❤️❤️🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,POSITIVE,0.9974650144577026,['General']
275,everthing wellbeok,NEGATIVE,0.7055779695510864,['General']
276,"""This mobile banking app is fast and user-friendly, but the only issue I encountered is that I can't access my bank statement within the app. I kindly request that this feature be added, similar to what is offered by other private bank mobile banking apps.",NEGATIVE,0.9963226318359376,"['Account Access/Login Issues', 'User Interface/Experience (UI/UX)', 'Features/Functionality Requests']"
277,nice app 👌,POSITIVE,0.9996724128723145,['User Interface/Experience (UI/UX)']
278,why did this app is not screenshot,NEGATIVE,0.9989493489265442,['User Interface/Experience (UI/UX)']
279,it so good app,POSITIVE,0.999868631362915,['User Interface/Experience (UI/UX)']
280,the best app,POSITIVE,0.9998469352722168,['User Interface/Experience (UI/UX)']
281,جميل,POSITIVE,0.9271727204322816,['General']
282,"less network, specially to make fee for utility purpose",NEGATIVE,0.994688868522644,['General']
283,nice,POSITIVE,0.9998552799224854,['General']
284,simply for used,NEGATIVE,0.9918004870414734,['General']
285,wow keep up,POSITIVE,0.9998539686203004,['General']
286,its great app but when updating we can't take screen shot please try to fix it,NEGATIVE,0.9934490323066713,['User Interface/Experience (UI/UX)']
287,good one,POSITIVE,0.9998288154602052,['General']
288,best app.,POSITIVE,0.999774158000946,['User Interface/Experience (UI/UX)']
289,everything is easy thank you cebe,POSITIVE,0.9998396635055542,['General']
290,ፈጣን ቀልጣፋ,NEGATIVE,0.7850590348243713,['General']
291,good,POSITIVE,0.999816119670868,['General']
292,ok,POSITIVE,0.9997851252555848,['General']
293,ጎበዝ,NEGATIVE,0.6970565915107727,['General']
294,good app,POSITIVE,0.9998493194580078,['User Interface/Experience (UI/UX)']
295,but this app says can't sync,NEGATIVE,0.9988365769386292,['User Interface/Experience (UI/UX)']
296,waw,NEGATIVE,0.7346178889274597,['General']
297,to slow,NEGATIVE,0.999487280845642,['Transaction Issues']
298,work on screen shot system,NEGATIVE,0.5902671217918396,['General']
299,very very nice aplication,POSITIVE,0.9998292922973632,['General']
300,Good,POSITIVE,0.999816119670868,['General']
301,wonder full and it is easy to use,POSITIVE,0.9996142387390136,['General']
302,easy and reliable,POSITIVE,0.9998584985733032,['General']
303,good,POSITIVE,0.999816119670868,['General']
304,it is Very Useful app 👍,POSITIVE,0.994536280632019,['User Interface/Experience (UI/UX)']
305,very good,POSITIVE,0.9998520612716676,['General']
306,perfect app,POSITIVE,0.9998340606689452,['User Interface/Experience (UI/UX)']
307,I like it.,POSITIVE,0.999869465827942,['General']
308,bugs,NEGATIVE,0.9988303780555724,['User Interface/Experience (UI/UX)']
309,commerial Bank,NEGATIVE,0.6810258030891418,['General']
310,Genat biru,NEGATIVE,0.966159999370575,['General']
311,🙏,NEGATIVE,0.6970565915107727,['General']
312,it is good but it doesn't allow screen shot,POSITIVE,0.6723125576972961,['General']
313,the best one,POSITIVE,0.9998371601104736,['General']
314,You need to copy many things from other bank apps like Amole(Dashen),NEGATIVE,0.9967620372772216,['User Interface/Experience (UI/UX)']
315,bring back the screenshot feature.,POSITIVE,0.9942916631698608,['Features/Functionality Requests']
316,Good!👍,POSITIVE,0.9998579025268556,['General']
317,best app to experience him that to smooth transaction among the customers,POSITIVE,0.9985142350196838,"['Transaction Issues', 'User Interface/Experience (UI/UX)']"
318,good,POSITIVE,0.999816119670868,['General']
319,nice app suitable to use it. the only weak side is it need data connections and hoping will be fixed to offline i gave 4 rate,NEGATIVE,0.9551454782485962,['User Interface/Experience (UI/UX)']
320,easy to use,POSITIVE,0.9988542795181274,['General']
321,"Good job to the CBE team on this mobile app! It's designed in a way that's simple and intuitive to navigate, which is great for everyone. It effectively handles the essential banking tasks I need to perform regularly. It's a practical and reliable tool that makes everyday banking much more convenient. Thank you for this useful application.",POSITIVE,0.9998189806938172,"['User Interface/Experience (UI/UX)', 'Features/Functionality Requests']"
322,ለኔ በጣም ምርጥ ነው ግን screenshot ማረግ ቢቻል ምርጥ ነበር,NEGATIVE,0.881923258304596,['General']
323,before it was smooth and good. this time after the new update in 2025 i can not make screenshot of my recite. even the downlod button is very delayed in putting my recite in my gallery for simple proof. please fix this i am unable to show proof of payment to my clients. thankyou.,NEGATIVE,0.9973511695861816,"['Transaction Issues', 'User Interface/Experience (UI/UX)']"
324,cool ❤,POSITIVE,0.9997991919517516,['General']
